SEQF10000.1	faa	d4fdfdf18d067f504e78fef007c19632
SEQF10001.1	faa	ca7ed0b1b0dca852c3f77f1c6587a066
SEQF10002.1	faa	787f6d13eb22b0cb403ef03ec51a2384
SEQF10003.1	faa	d90b65c71ee2e4be091395200175d7d7
SEQF10004.1	faa	6c682cf5b56de5b3cfdd503487dc331b
SEQF10005.1	faa	fbf1ef0e2ac1d00127b3b9b4611fb355
SEQF10006.1	faa	9017a7f10f8ba05b0b893044c9b973a7
SEQF10007.1	faa	6ceb1995bf7f85379a9a1afdf2d33862
SEQF10008.1	faa	4145d18e64537f7401bd40bdd45d3a33
SEQF10009.1	faa	d40e19c1572e92e70e1467a2fff1cf72
SEQF10010.1	faa	1a1b315be034688af0dc6164f44c03ee
SEQF10011.1	faa	0e184ed0248063142db4de123059f46c
SEQF10012.1	faa	0b6a61022f6fa6a9752ff748f824ebe6
SEQF10013.1	faa	ed5cac08935535d8699d64326137a3f5
SEQF10014.1	faa	8535e1d1361558f97ad5b70960cebd18
SEQF10015.1	faa	4c8a1aec073cd869b0281e8ef2d38d34
SEQF10016.1	faa	f43b2f5949759216e9c6de9e72879cdb
SEQF10017.1	faa	7d2d439ffa1b825bb224fcbb3d490b5a
SEQF10018.1	faa	2ede24b3d9e2f1f8472995c5026c2408
SEQF10019.1	faa	da67028134d630b4a50481fd5f4d05a3
SEQF10020.1	faa	c32b297c85e6ee76dce7fad60a0dc9fe
SEQF10021.1	faa	74681f083932c5687885e7d2bc4bb639
SEQF10022.1	faa	56c6d4f24cf3c0791a7df71bf41dcdb6
SEQF10023.1	faa	d5783e8c0e725cb29ef6b6cce42ad958
SEQF10024.1	faa	5b66a0a2f4dcc9631163f4f83e9e1a59
SEQF10025.1	faa	c1dd28570de4de36ac5c14e9c5dbda51
SEQF10026.1	faa	a712bd534e01ee71c20ae253dbcbe19f
SEQF10027.1	faa	1f3cb73d947dc22acbe4510e603adb57
SEQF10028.1	faa	75731a583bfa8ac019c9e951750ee099
SEQF10029.1	faa	e540dff0684db3cf9d9467b1a47df45b
