SEQF10000.1	faa	81d1d156c039b69b5e6292ef637c4f60
SEQF10001.1	faa	31d3de1f6739a5fcfc81d5131d9595a5
SEQF10002.1	faa	eef1436858f46557bdb5a05d9fb7dea5
SEQF10003.1	faa	eba85bef9813a7e73b0f44ff55c67109
SEQF10004.1	faa	1a972978631bd08be8574e4eecdff2f3
SEQF10005.1	faa	4fa72b35bb19a9194fb87bf1d88e8e09
SEQF10006.1	faa	d1fbc9b0f0ff23d7d5404216568aa700
SEQF10007.1	faa	572f76642526ca951da6a8f7daed80a8
SEQF10008.1	faa	c01daee8866744740178ed1197cb4e64
SEQF10009.1	faa	d64f304e55f4e341f7e6ba748d82d64a
SEQF10011.1	faa	c38591cc91c35de4e717a84329ca13af
SEQF10012.1	faa	e0b06c314e6b65062ca117a82b442b4a
SEQF10013.1	faa	0198fef080bc7ce0ea8d574bf67c302f
SEQF10014.1	faa	cf467463dd1c35b688476cc03d6d3359
SEQF10015.1	faa	981f400a835396487b41326a89931d75
SEQF10016.1	faa	b7f40564af6d8a7a74ac2a7e5cd5a306
SEQF10017.1	faa	7120302927485f94bf47c7044aeefcd5
SEQF10025.1	faa	736ee2d9f7ae1efbd30077225e6b1d7e
SEQF10028.1	faa	8553ff6c86631f0addbacb78b7c3fae8
SEQF10029.1	faa	3f53947eca5f5a76d1934289ba26feb5
SEQF1003.1	faa	93c70d35cf20556602990096968f4dac
SEQF10031.1	faa	b1d055ba4f206a2d41c5a05129c4bd57
SEQF10032.1	faa	f8b40dc98ca5d25826c76c82d6f372f9
SEQF10034.1	faa	6f837da819d5e420b98f491a46f0c212
SEQF10035.1	faa	4f51eb8aaae4498257370f28bafeeecb
SEQF10036.1	faa	b0d29bd7d9d3cf9f4086e1181a298efe
SEQF10037.1	faa	cc0c4584b48b97fc4270e79ee0fee027
SEQF10039.1	faa	a233f3948dcf5c6041fc80f228d27aea
SEQF10040.1	faa	5d0f8a6510eede243f7c855048b4ce9d
SEQF10041.1	faa	652b637ce5099905df903bdcf34c0468
SEQF10042.1	faa	d3279eafea087fb602040e72945299d7
SEQF10043.1	faa	5ca6d456b317022e4b18cff6e28c6029
SEQF10045.1	faa	c27ca6af380e1e8ce8e340caad246475
SEQF10046.1	faa	a2fd44decf82414f6a0540c76256aa20
SEQF10047.1	faa	e20c9722bd49228978aeea7b7d47f6e8
SEQF10049.1	faa	ce4abccea94262e94ac56e5e767fb3bc
SEQF10050.1	faa	85593cdf03fcd5072b985693f06f4caf
SEQF10051.1	faa	89b6848776c9fd0cc19594b75fd33240
SEQF10055.1	faa	19da1e4fe5ef87ef40b24338305fc6da
SEQF10056.1	faa	2dd5ceef6193086d0232589a33c8f00b
SEQF10057.1	faa	73e03ad7ecf55a4e68dd5a4a9adb59f7
SEQF10059.1	faa	1dc65242293a9fd5691b80ed9fb9a3ee
SEQF1006.1	faa	5d870bc1e648c9a723c5b3fed4b2722b
SEQF10061.1	faa	b88245dbf7e72424bec81a1774ae348c
SEQF10062.1	faa	dd27a7f7c7aef923691934713ce53394
SEQF10063.1	faa	87ff36d53c3f7b377ebb045396f01a3f
SEQF10064.1	faa	e3e405dd4dc901c10d178a9f665ef673
SEQF10065.1	faa	46c073ba5a1f6f6fcaf779715ce5ee5c
SEQF10066.1	faa	7f00316e14b096d3b88953c1861fcac3
SEQF10067.1	faa	0483e7a0c32cfc80a63ce2dd4c30e2e7
SEQF10069.1	faa	ca71f9e4bc1c317051735c0c80e3ce2b
SEQF10070.1	faa	0e1e8b309ddd8a8dabba1ee1bfa6f555
SEQF10071.1	faa	9b835f74dee07bfbe25e4ac1d3b00dfa
SEQF10072.1	faa	008168ce42d4979a551b9249acbaacb5
SEQF10073.1	faa	bebf14f1c28ed0fded748c257372378d
SEQF10074.1	faa	61308f39b75f485c0a616d643babd583
SEQF10075.1	faa	e342ab82b87ace08bc49d07d57518441
